+------------------------+----------------------------+--------------------+
|                        |     Supported Features     |  Program Commands  |
+========================+============================+====================+
| Compatible Layers      | Hopfield Layer,            | hopfield,          |
|                        | HopfieldLayer Layer,       | hopfield_layer,    |
|                        | HopfieldPooling Layer,     | hopfield_pooling,  |
|                        | LSTM,                      | lstm,              |
|                        | GRU                        | gru                |
+------------------------+----------------------------+--------------------+
| Supported Loss Metrics | Huber Loss,                | huber,             |
|                        | Mean Absolute Error Loss,  | mae,               |
|                        | Mean Squared Error Loss,   | mse,               |
|                        | SmoothL1 Loss              | smooth_l1          |
+------------------------+----------------------------+--------------------+
| Supported Optimizers   | RMSprop (default),         | rmsprop,           |
|                        | AdamW,                     | adam,              |
|                        | Adam                       | adamW              |
+------------------------+----------------------------+--------------------+
+------------------------------+-----------+
|          Parameter           |   Value   |
+==============================+===========+
| Layer Type:                  | hopfield  |
+------------------------------+-----------+
| Loss Metric:                 | smooth_l1 |
+------------------------------+-----------+
| Sequence Length:             | 20        |
+------------------------------+-----------+
| Learning Rate:               | 0.001     |
+------------------------------+-----------+
| Update Target Steps:         | 5000      |
+------------------------------+-----------+
| Optimizer:                   | adamW     |
+------------------------------+-----------+
| Hopfield Inverse Temperature | 0.100     |
+------------------------------+-----------+
| Big or Small Loss            | no        |
+------------------------------+-----------+
| Soft or Hard Update          | soft      |
+------------------------------+-----------+
| Polyak Factor                | 0.500     |
+------------------------------+-----------+
---------------
| TRAINING... |
---------------
| Episode:   1 | Epsilon:  0.88 | Reward:   2.0 | Average Reward: 2.000 | Steps:    50 | Total Reward:   2.0|
| Episode:  14 | Epsilon:  0.67 | Reward:   2.0 | Average Reward: 1.857 | Steps:   803 | Total Reward:  26.0|
| Episode:  15 | Epsilon:  0.65 | Reward:   1.0 | Average Reward: 1.800 | Steps:   851 | Total Reward:  27.0|
| Episode:  16 | Epsilon:  0.64 | Reward:   5.0 | Average Reward: 2.000 | Steps:   950 | Total Reward:  32.0|
| Episode:  17 | Epsilon:  0.63 | Reward:   2.0 | Average Reward: 2.000 | Steps:  1013 | Total Reward:  34.0|
| Episode:  18 | Epsilon:  0.61 | Reward:   0.0 | Average Reward: 1.889 | Steps:  1044 | Total Reward:  34.0|
| Episode:  19 | Epsilon:  0.60 | Reward:   2.0 | Average Reward: 1.895 | Steps:  1100 | Total Reward:  36.0|
| Episode:  20 | Epsilon:  0.59 | Reward:   3.0 | Average Reward: 1.950 | Steps:  1176 | Total Reward:  39.0|
| Episode:  21 | Epsilon:  0.58 | Reward:   2.0 | Average Reward: 1.952 | Steps:  1236 | Total Reward:  41.0|
| Episode:  22 | Epsilon:  0.56 | Reward:   1.0 | Average Reward: 1.909 | Steps:  1281 | Total Reward:  42.0|
| Episode:  23 | Epsilon:  0.55 | Reward:   3.0 | Average Reward: 1.957 | Steps:  1355 | Total Reward:  45.0|
| Episode:  24 | Epsilon:  0.54 | Reward:   4.0 | Average Reward: 2.042 | Steps:  1441 | Total Reward:  49.0|
| Episode:  25 | Epsilon:  0.53 | Reward:   0.0 | Average Reward: 1.960 | Steps:  1476 | Total Reward:  49.0|
| Episode:  26 | Epsilon:  0.52 | Reward:   2.0 | Average Reward: 1.962 | Steps:  1540 | Total Reward:  51.0|
| Episode:  27 | Epsilon:  0.51 | Reward:   2.0 | Average Reward: 1.963 | Steps:  1596 | Total Reward:  53.0|
| Episode:  28 | Epsilon:  0.50 | Reward:   3.0 | Average Reward: 2.000 | Steps:  1670 | Total Reward:  56.0|
| Episode:  29 | Epsilon:  0.49 | Reward:   3.0 | Average Reward: 2.034 | Steps:  1741 | Total Reward:  59.0|
| Episode:  30 | Epsilon:  0.48 | Reward:   2.0 | Average Reward: 2.033 | Steps:  1799 | Total Reward:  61.0|
| Episode:  31 | Epsilon:  0.47 | Reward:   5.0 | Average Reward: 2.129 | Steps:  1901 | Total Reward:  66.0|
| Episode:  32 | Epsilon:  0.46 | Reward:   0.0 | Average Reward: 2.062 | Steps:  1931 | Total Reward:  66.0|
| Episode:  33 | Epsilon:  0.45 | Reward:   2.0 | Average Reward: 2.061 | Steps:  1987 | Total Reward:  68.0|
| Episode:  34 | Epsilon:  0.44 | Reward:   5.0 | Average Reward: 2.147 | Steps:  2087 | Total Reward:  73.0|
| Episode:  35 | Epsilon:  0.44 | Reward:   5.0 | Average Reward: 2.229 | Steps:  2186 | Total Reward:  78.0|
| Episode:  36 | Epsilon:  0.43 | Reward:   2.0 | Average Reward: 2.222 | Steps:  2242 | Total Reward:  80.0|
| Episode:  37 | Epsilon:  0.42 | Reward:   2.0 | Average Reward: 2.216 | Steps:  2298 | Total Reward:  82.0|
| Episode:  38 | Epsilon:  0.41 | Reward:   2.0 | Average Reward: 2.211 | Steps:  2354 | Total Reward:  84.0|
| Episode:  39 | Epsilon:  0.40 | Reward:   1.0 | Average Reward: 2.179 | Steps:  2402 | Total Reward:  85.0|
| Episode:  40 | Epsilon:  0.40 | Reward:   2.0 | Average Reward: 2.175 | Steps:  2459 | Total Reward:  87.0|
| Episode:  41 | Epsilon:  0.39 | Reward:   6.0 | Average Reward: 2.268 | Steps:  2559 | Total Reward:  93.0|
| Episode:  42 | Epsilon:  0.38 | Reward:   2.0 | Average Reward: 2.262 | Steps:  2615 | Total Reward:  95.0|
| Episode:  43 | Epsilon:  0.37 | Reward:   3.0 | Average Reward: 2.279 | Steps:  2689 | Total Reward:  98.0|
| Episode:  44 | Epsilon:  0.37 | Reward:   1.0 | Average Reward: 2.250 | Steps:  2736 | Total Reward:  99.0|
| Episode:  45 | Epsilon:  0.36 | Reward:   2.0 | Average Reward: 2.244 | Steps:  2789 | Total Reward: 101.0|
| Episode:  46 | Epsilon:  0.35 | Reward:   2.0 | Average Reward: 2.239 | Steps:  2855 | Total Reward: 103.0|
| Episode:  47 | Epsilon:  0.35 | Reward:   2.0 | Average Reward: 2.234 | Steps:  2912 | Total Reward: 105.0|
| Episode:  48 | Epsilon:  0.34 | Reward:   3.0 | Average Reward: 2.250 | Steps:  2983 | Total Reward: 108.0|
| Episode:  49 | Epsilon:  0.34 | Reward:   1.0 | Average Reward: 2.224 | Steps:  3028 | Total Reward: 109.0|
| Episode:  50 | Epsilon:  0.33 | Reward:   0.0 | Average Reward: 2.180 | Steps:  3059 | Total Reward: 109.0|
| Episode:  51 | Epsilon:  0.32 | Reward:   4.0 | Average Reward: 2.216 | Steps:  3150 | Total Reward: 113.0|
| Episode:  52 | Epsilon:  0.32 | Reward:   0.0 | Average Reward: 2.173 | Steps:  3182 | Total Reward: 113.0|
| Episode:  53 | Epsilon:  0.31 | Reward:   2.0 | Average Reward: 2.170 | Steps:  3240 | Total Reward: 115.0|
| Episode:  54 | Epsilon:  0.31 | Reward:   1.0 | Average Reward: 2.148 | Steps:  3290 | Total Reward: 116.0|
| Episode:  55 | Epsilon:  0.30 | Reward:   2.0 | Average Reward: 2.145 | Steps:  3349 | Total Reward: 118.0|
| Episode:  56 | Epsilon:  0.30 | Reward:   3.0 | Average Reward: 2.161 | Steps:  3428 | Total Reward: 121.0|
| Episode:  57 | Epsilon:  0.29 | Reward:   2.0 | Average Reward: 2.158 | Steps:  3484 | Total Reward: 123.0|
| Episode:  58 | Epsilon:  0.29 | Reward:   0.0 | Average Reward: 2.121 | Steps:  3510 | Total Reward: 123.0|
| Episode:  59 | Epsilon:  0.28 | Reward:   2.0 | Average Reward: 2.119 | Steps:  3575 | Total Reward: 125.0|
| Episode:  60 | Epsilon:  0.28 | Reward:   3.0 | Average Reward: 2.133 | Steps:  3639 | Total Reward: 128.0|
| Episode:  61 | Epsilon:  0.27 | Reward:   1.0 | Average Reward: 2.115 | Steps:  3678 | Total Reward: 129.0|
| Episode:  62 | Epsilon:  0.27 | Reward:   0.0 | Average Reward: 2.081 | Steps:  3711 | Total Reward: 129.0|
| Episode:  63 | Epsilon:  0.27 | Reward:   1.0 | Average Reward: 2.063 | Steps:  3753 | Total Reward: 130.0|
| Episode:  64 | Epsilon:  0.26 | Reward:   1.0 | Average Reward: 2.047 | Steps:  3792 | Total Reward: 131.0|
| Episode:  65 | Epsilon:  0.26 | Reward:   2.0 | Average Reward: 2.046 | Steps:  3844 | Total Reward: 133.0|
| Episode:  66 | Epsilon:  0.25 | Reward:   0.0 | Average Reward: 2.015 | Steps:  3873 | Total Reward: 133.0|
| Episode:  67 | Epsilon:  0.25 | Reward:   0.0 | Average Reward: 1.985 | Steps:  3905 | Total Reward: 133.0|
| Episode:  68 | Epsilon:  0.25 | Reward:   3.0 | Average Reward: 2.000 | Steps:  3979 | Total Reward: 136.0|
| Episode:  69 | Epsilon:  0.24 | Reward:   2.0 | Average Reward: 2.000 | Steps:  4043 | Total Reward: 138.0|
| Episode:  70 | Epsilon:  0.24 | Reward:   3.0 | Average Reward: 2.014 | Steps:  4127 | Total Reward: 141.0|
| Episode:  71 | Epsilon:  0.24 | Reward:   0.0 | Average Reward: 1.986 | Steps:  4159 | Total Reward: 141.0|
| Episode:  72 | Epsilon:  0.23 | Reward:   7.0 | Average Reward: 2.056 | Steps:  4286 | Total Reward: 148.0|
| Episode:  73 | Epsilon:  0.23 | Reward:   0.0 | Average Reward: 2.027 | Steps:  4314 | Total Reward: 148.0|
| Episode:  74 | Epsilon:  0.23 | Reward:   1.0 | Average Reward: 2.014 | Steps:  4364 | Total Reward: 149.0|
| Episode:  75 | Epsilon:  0.22 | Reward:   1.0 | Average Reward: 2.000 | Steps:  4413 | Total Reward: 150.0|
| Episode:  76 | Epsilon:  0.22 | Reward:   0.0 | Average Reward: 1.974 | Steps:  4442 | Total Reward: 150.0|
| Episode:  77 | Epsilon:  0.22 | Reward:   2.0 | Average Reward: 1.974 | Steps:  4500 | Total Reward: 152.0|
| Episode:  78 | Epsilon:  0.21 | Reward:   2.0 | Average Reward: 1.974 | Steps:  4555 | Total Reward: 154.0|
| Episode:  79 | Epsilon:  0.21 | Reward:   1.0 | Average Reward: 1.962 | Steps:  4602 | Total Reward: 155.0|
| Episode:  80 | Epsilon:  0.21 | Reward:   2.0 | Average Reward: 1.962 | Steps:  4660 | Total Reward: 157.0|
| Episode:  81 | Epsilon:  0.21 | Reward:   2.0 | Average Reward: 1.963 | Steps:  4717 | Total Reward: 159.0|
| Episode:  82 | Epsilon:  0.20 | Reward:   1.0 | Average Reward: 1.951 | Steps:  4758 | Total Reward: 160.0|
| Episode:  83 | Epsilon:  0.20 | Reward:   0.0 | Average Reward: 1.928 | Steps:  4793 | Total Reward: 160.0|
| Episode:  84 | Epsilon:  0.20 | Reward:   6.0 | Average Reward: 1.976 | Steps:  4905 | Total Reward: 166.0|
| Episode:  85 | Epsilon:  0.20 | Reward:   2.0 | Average Reward: 1.976 | Steps:  4961 | Total Reward: 168.0|
| Episode:  86 | Epsilon:  0.19 | Reward:   1.0 | Average Reward: 1.965 | Steps:  5006 | Total Reward: 169.0|
| Episode:  87 | Epsilon:  0.19 | Reward:   3.0 | Average Reward: 1.977 | Steps:  5081 | Total Reward: 172.0|
| Episode:  88 | Epsilon:  0.19 | Reward:   2.0 | Average Reward: 1.977 | Steps:  5136 | Total Reward: 174.0|
| Episode:  89 | Epsilon:  0.19 | Reward:   0.0 | Average Reward: 1.955 | Steps:  5167 | Total Reward: 174.0|
| Episode:  90 | Epsilon:  0.18 | Reward:   1.0 | Average Reward: 1.944 | Steps:  5214 | Total Reward: 175.0|
| Episode:  91 | Epsilon:  0.18 | Reward:   1.0 | Average Reward: 1.934 | Steps:  5261 | Total Reward: 176.0|
| Episode:  92 | Epsilon:  0.18 | Reward:   3.0 | Average Reward: 1.946 | Steps:  5337 | Total Reward: 179.0|
| Episode:  93 | Epsilon:  0.18 | Reward:   1.0 | Average Reward: 1.935 | Steps:  5385 | Total Reward: 180.0|
| Episode:  94 | Epsilon:  0.18 | Reward:   2.0 | Average Reward: 1.936 | Steps:  5443 | Total Reward: 182.0|
| Episode:  95 | Epsilon:  0.17 | Reward:   1.0 | Average Reward: 1.926 | Steps:  5491 | Total Reward: 183.0|
| Episode:  96 | Epsilon:  0.17 | Reward:   2.0 | Average Reward: 1.927 | Steps:  5549 | Total Reward: 185.0|
| Episode:  97 | Epsilon:  0.17 | Reward:   2.0 | Average Reward: 1.928 | Steps:  5606 | Total Reward: 187.0|
| Episode:  98 | Epsilon:  0.17 | Reward:   4.0 | Average Reward: 1.949 | Steps:  5688 | Total Reward: 191.0|
| Episode:  99 | Epsilon:  0.17 | Reward:   2.0 | Average Reward: 1.949 | Steps:  5754 | Total Reward: 193.0|
| Episode: 100 | Epsilon:  0.17 | Reward:   2.0 | Average Reward: 1.950 | Steps:  5813 | Total Reward: 195.0|
| Episode: 101 | Epsilon:  0.16 | Reward:   7.0 | Average Reward: 2.000 | Steps:  5936 | Total Reward: 202.0|
| Episode: 102 | Epsilon:  0.16 | Reward:   1.0 | Average Reward: 1.980 | Steps:  5985 | Total Reward: 203.0|
| Episode: 103 | Epsilon:  0.16 | Reward:   1.0 | Average Reward: 1.950 | Steps:  6028 | Total Reward: 204.0|
| Episode: 104 | Epsilon:  0.16 | Reward:   5.0 | Average Reward: 2.000 | Steps:  6118 | Total Reward: 209.0|
| Episode: 105 | Epsilon:  0.16 | Reward:   1.0 | Average Reward: 1.990 | Steps:  6165 | Total Reward: 210.0|
| Episode: 106 | Epsilon:  0.16 | Reward:   0.0 | Average Reward: 1.980 | Steps:  6196 | Total Reward: 210.0|
| Episode: 107 | Epsilon:  0.16 | Reward:   1.0 | Average Reward: 1.970 | Steps:  6238 | Total Reward: 211.0|
| Episode: 108 | Epsilon:  0.15 | Reward:   3.0 | Average Reward: 1.980 | Steps:  6312 | Total Reward: 214.0|
| Episode: 109 | Epsilon:  0.15 | Reward:   2.0 | Average Reward: 2.000 | Steps:  6371 | Total Reward: 216.0|
| Episode: 110 | Epsilon:  0.15 | Reward:   1.0 | Average Reward: 2.010 | Steps:  6411 | Total Reward: 217.0|
| Episode: 111 | Epsilon:  0.15 | Reward:   0.0 | Average Reward: 1.980 | Steps:  6443 | Total Reward: 217.0|
| Episode: 112 | Epsilon:  0.15 | Reward:   1.0 | Average Reward: 1.950 | Steps:  6492 | Total Reward: 218.0|
| Episode: 113 | Epsilon:  0.15 | Reward:   4.0 | Average Reward: 1.980 | Steps:  6576 | Total Reward: 222.0|
| Episode: 114 | Epsilon:  0.15 | Reward:   0.0 | Average Reward: 1.960 | Steps:  6608 | Total Reward: 222.0|
| Episode: 115 | Epsilon:  0.15 | Reward:   2.0 | Average Reward: 1.970 | Steps:  6674 | Total Reward: 224.0|
| Episode: 116 | Epsilon:  0.14 | Reward:   0.0 | Average Reward: 1.920 | Steps:  6708 | Total Reward: 224.0|
| Episode: 117 | Epsilon:  0.14 | Reward:   1.0 | Average Reward: 1.910 | Steps:  6757 | Total Reward: 225.0|
| Episode: 118 | Epsilon:  0.14 | Reward:   1.0 | Average Reward: 1.920 | Steps:  6804 | Total Reward: 226.0|
| Episode: 119 | Epsilon:  0.14 | Reward:   3.0 | Average Reward: 1.930 | Steps:  6871 | Total Reward: 229.0|
| Episode: 120 | Epsilon:  0.14 | Reward:   2.0 | Average Reward: 1.920 | Steps:  6926 | Total Reward: 231.0|
| Episode: 121 | Epsilon:  0.14 | Reward:   1.0 | Average Reward: 1.910 | Steps:  6973 | Total Reward: 232.0|
| Episode: 122 | Epsilon:  0.14 | Reward:   3.0 | Average Reward: 1.930 | Steps:  7034 | Total Reward: 235.0|
| Episode: 123 | Epsilon:  0.14 | Reward:   2.0 | Average Reward: 1.920 | Steps:  7094 | Total Reward: 237.0|
| Episode: 124 | Epsilon:  0.14 | Reward:   2.0 | Average Reward: 1.900 | Steps:  7155 | Total Reward: 239.0|
| Episode: 125 | Epsilon:  0.14 | Reward:   1.0 | Average Reward: 1.910 | Steps:  7203 | Total Reward: 240.0|
| Episode: 126 | Epsilon:  0.13 | Reward:   3.0 | Average Reward: 1.920 | Steps:  7273 | Total Reward: 243.0|
| Episode: 127 | Epsilon:  0.13 | Reward:   0.0 | Average Reward: 1.900 | Steps:  7306 | Total Reward: 243.0|
| Episode: 128 | Epsilon:  0.13 | Reward:   2.0 | Average Reward: 1.890 | Steps:  7361 | Total Reward: 245.0|
| Episode: 129 | Epsilon:  0.13 | Reward:   1.0 | Average Reward: 1.870 | Steps:  7408 | Total Reward: 246.0|
| Episode: 130 | Epsilon:  0.13 | Reward:   0.0 | Average Reward: 1.850 | Steps:  7438 | Total Reward: 246.0|
| Episode: 131 | Epsilon:  0.13 | Reward:   1.0 | Average Reward: 1.810 | Steps:  7482 | Total Reward: 247.0|
| Episode: 132 | Epsilon:  0.13 | Reward:   3.0 | Average Reward: 1.840 | Steps:  7561 | Total Reward: 250.0|
| Episode: 133 | Epsilon:  0.13 | Reward:   2.0 | Average Reward: 1.840 | Steps:  7622 | Total Reward: 252.0|
| Episode: 134 | Epsilon:  0.13 | Reward:   4.0 | Average Reward: 1.830 | Steps:  7715 | Total Reward: 256.0|
| Episode: 135 | Epsilon:  0.13 | Reward:   1.0 | Average Reward: 1.790 | Steps:  7763 | Total Reward: 257.0|
| Episode: 136 | Epsilon:  0.13 | Reward:   2.0 | Average Reward: 1.790 | Steps:  7820 | Total Reward: 259.0|
| Episode: 137 | Epsilon:  0.13 | Reward:   3.0 | Average Reward: 1.800 | Steps:  7893 | Total Reward: 262.0|
| Episode: 138 | Epsilon:  0.13 | Reward:   2.0 | Average Reward: 1.800 | Steps:  7955 | Total Reward: 264.0|
| Episode: 139 | Epsilon:  0.12 | Reward:   0.0 | Average Reward: 1.790 | Steps:  7985 | Total Reward: 264.0|
| Episode: 140 | Epsilon:  0.12 | Reward:   2.0 | Average Reward: 1.790 | Steps:  8042 | Total Reward: 266.0|
| Episode: 141 | Epsilon:  0.12 | Reward:   1.0 | Average Reward: 1.740 | Steps:  8091 | Total Reward: 267.0|
| Episode: 142 | Epsilon:  0.12 | Reward:   1.0 | Average Reward: 1.730 | Steps:  8140 | Total Reward: 268.0|
| Episode: 143 | Epsilon:  0.12 | Reward:   1.0 | Average Reward: 1.710 | Steps:  8180 | Total Reward: 269.0|
| Episode: 144 | Epsilon:  0.12 | Reward:   0.0 | Average Reward: 1.700 | Steps:  8211 | Total Reward: 269.0|
| Episode: 145 | Epsilon:  0.12 | Reward:   0.0 | Average Reward: 1.680 | Steps:  8244 | Total Reward: 269.0|
| Episode: 146 | Epsilon:  0.12 | Reward:   2.0 | Average Reward: 1.680 | Steps:  8300 | Total Reward: 271.0|
| Episode: 147 | Epsilon:  0.12 | Reward:   2.0 | Average Reward: 1.680 | Steps:  8353 | Total Reward: 273.0|
| Episode: 148 | Epsilon:  0.12 | Reward:   0.0 | Average Reward: 1.650 | Steps:  8386 | Total Reward: 273.0|
| Episode: 149 | Epsilon:  0.12 | Reward:   2.0 | Average Reward: 1.660 | Steps:  8451 | Total Reward: 275.0|
| Episode: 150 | Epsilon:  0.12 | Reward:   2.0 | Average Reward: 1.680 | Steps:  8514 | Total Reward: 277.0|
| Episode: 151 | Epsilon:  0.12 | Reward:   0.0 | Average Reward: 1.640 | Steps:  8546 | Total Reward: 277.0|
| Episode: 152 | Epsilon:  0.12 | Reward:   3.0 | Average Reward: 1.670 | Steps:  8617 | Total Reward: 280.0|
| Episode: 153 | Epsilon:  0.12 | Reward:   2.0 | Average Reward: 1.670 | Steps:  8673 | Total Reward: 282.0|
| Episode: 154 | Epsilon:  0.12 | Reward:   2.0 | Average Reward: 1.680 | Steps:  8741 | Total Reward: 284.0|
| Episode: 155 | Epsilon:  0.12 | Reward:   4.0 | Average Reward: 1.700 | Steps:  8826 | Total Reward: 288.0|
| Episode: 156 | Epsilon:  0.12 | Reward:   0.0 | Average Reward: 1.670 | Steps:  8859 | Total Reward: 288.0|
| Episode: 157 | Epsilon:  0.12 | Reward:   0.0 | Average Reward: 1.650 | Steps:  8892 | Total Reward: 288.0|
| Episode: 158 | Epsilon:  0.12 | Reward:   0.0 | Average Reward: 1.650 | Steps:  8926 | Total Reward: 288.0|
| Episode: 159 | Epsilon:  0.12 | Reward:   2.0 | Average Reward: 1.650 | Steps:  8987 | Total Reward: 290.0|
| Episode: 160 | Epsilon:  0.11 | Reward:   4.0 | Average Reward: 1.660 | Steps:  9074 | Total Reward: 294.0|
| Episode: 161 | Epsilon:  0.11 | Reward:   2.0 | Average Reward: 1.670 | Steps:  9133 | Total Reward: 296.0|
| Episode: 162 | Epsilon:  0.11 | Reward:   2.0 | Average Reward: 1.690 | Steps:  9200 | Total Reward: 298.0|
| Episode: 163 | Epsilon:  0.11 | Reward:   3.0 | Average Reward: 1.710 | Steps:  9275 | Total Reward: 301.0|
| Episode: 164 | Epsilon:  0.11 | Reward:   2.0 | Average Reward: 1.720 | Steps:  9333 | Total Reward: 303.0|
| Episode: 165 | Epsilon:  0.11 | Reward:   0.0 | Average Reward: 1.700 | Steps:  9366 | Total Reward: 303.0|
| Episode: 166 | Epsilon:  0.11 | Reward:   3.0 | Average Reward: 1.730 | Steps:  9440 | Total Reward: 306.0|
| Episode: 167 | Epsilon:  0.11 | Reward:   0.0 | Average Reward: 1.730 | Steps:  9472 | Total Reward: 306.0|
| Episode: 168 | Epsilon:  0.11 | Reward:   2.0 | Average Reward: 1.720 | Steps:  9536 | Total Reward: 308.0|
| Episode: 169 | Epsilon:  0.11 | Reward:   1.0 | Average Reward: 1.710 | Steps:  9584 | Total Reward: 309.0|
| Episode: 170 | Epsilon:  0.11 | Reward:   3.0 | Average Reward: 1.710 | Steps:  9664 | Total Reward: 312.0|
| Episode: 171 | Epsilon:  0.11 | Reward:   1.0 | Average Reward: 1.720 | Steps:  9709 | Total Reward: 313.0|
| Episode: 172 | Epsilon:  0.11 | Reward:   4.0 | Average Reward: 1.690 | Steps:  9800 | Total Reward: 317.0|
| Episode: 173 | Epsilon:  0.11 | Reward:   3.0 | Average Reward: 1.720 | Steps:  9872 | Total Reward: 320.0|
| Episode: 174 | Epsilon:  0.11 | Reward:   3.0 | Average Reward: 1.740 | Steps:  9955 | Total Reward: 323.0|
| Episode: 175 | Epsilon:  0.11 | Reward:   3.0 | Average Reward: 1.760 | Steps: 10028 | Total Reward: 326.0|
| Episode: 176 | Epsilon:  0.11 | Reward:   2.0 | Average Reward: 1.780 | Steps: 10085 | Total Reward: 328.0|
| Episode: 177 | Epsilon:  0.11 | Reward:   0.0 | Average Reward: 1.760 | Steps: 10118 | Total Reward: 328.0|
| Episode: 178 | Epsilon:  0.11 | Reward:   2.0 | Average Reward: 1.760 | Steps: 10185 | Total Reward: 330.0|
| Episode: 179 | Epsilon:  0.11 | Reward:   2.0 | Average Reward: 1.770 | Steps: 10242 | Total Reward: 332.0|
| Episode: 180 | Epsilon:  0.11 | Reward:   1.0 | Average Reward: 1.760 | Steps: 10294 | Total Reward: 333.0|
| Episode: 181 | Epsilon:  0.11 | Reward:   3.0 | Average Reward: 1.770 | Steps: 10370 | Total Reward: 336.0|
| Episode: 182 | Epsilon:  0.11 | Reward:   0.0 | Average Reward: 1.760 | Steps: 10403 | Total Reward: 336.0|
| Episode: 183 | Epsilon:  0.11 | Reward:   2.0 | Average Reward: 1.780 | Steps: 10461 | Total Reward: 338.0|
| Episode: 184 | Epsilon:  0.11 | Reward:   3.0 | Average Reward: 1.750 | Steps: 10534 | Total Reward: 341.0|
| Episode: 185 | Epsilon:  0.11 | Reward:   2.0 | Average Reward: 1.750 | Steps: 10593 | Total Reward: 343.0|
| Episode: 186 | Epsilon:  0.11 | Reward:   0.0 | Average Reward: 1.740 | Steps: 10624 | Total Reward: 343.0|
| Episode: 187 | Epsilon:  0.11 | Reward:   3.0 | Average Reward: 1.740 | Steps: 10695 | Total Reward: 346.0|
| Episode: 188 | Epsilon:  0.11 | Reward:   4.0 | Average Reward: 1.760 | Steps: 10786 | Total Reward: 350.0|
| Episode: 189 | Epsilon:  0.11 | Reward:   3.0 | Average Reward: 1.790 | Steps: 10860 | Total Reward: 353.0|
| Episode: 190 | Epsilon:  0.11 | Reward:   1.0 | Average Reward: 1.790 | Steps: 10910 | Total Reward: 354.0|
| Episode: 191 | Epsilon:  0.11 | Reward:   2.0 | Average Reward: 1.800 | Steps: 10975 | Total Reward: 356.0|
| Episode: 192 | Epsilon:  0.11 | Reward:   0.0 | Average Reward: 1.770 | Steps: 11010 | Total Reward: 356.0|
| Episode: 193 | Epsilon:  0.11 | Reward:   1.0 | Average Reward: 1.770 | Steps: 11059 | Total Reward: 357.0|
| Episode: 194 | Epsilon:  0.11 | Reward:   0.0 | Average Reward: 1.750 | Steps: 11091 | Total Reward: 357.0|
| Episode: 195 | Epsilon:  0.11 | Reward:   0.0 | Average Reward: 1.740 | Steps: 11126 | Total Reward: 357.0|
